"subID","trait","trialTotalT1","selfResp","outgroup","valence","desirability","category","interpersonal","observability","prevalence","clusterName","cluster","outDegree","inDegree","between","eigen","close","efficiency","transitivity","pageRank","Idx","inGsim","outGsim","inOutDiff"
58655,"Enthusiastic",55,6,"Not UCR","positive",6.062,1.6,4.667,5.579,5,"Outgoing",4,12,27,201.299972850007,0.394137553668214,0.00381679389312977,0.577020202020202,0.209176788124157,0.00853540809683583,36,0.243046745900468,0.193958615085491,0.0490881308149777
58655,"Unassuming",56,7,"Not UCR","positive",5.125,1.741,4.167,4.263,4.368,"Thoughtful",3,10,61,258.75856421638,0.98319296871146,0.00436681222707424,0.744444444444444,0.222132796780684,0.01790429839578,133,0.31336766216995,0.308892428755903,0.0044752334140466
58655,"Verbal",57,5,"Not UCR","positive",5.562,1.888,5.389,5.947,5.421,"Outgoing",4,9,13,36.876096075773,0.155994056215584,0.00347222222222222,0.75,0.298701298701299,0.0039575143803844,140,0.163198598359125,0.125804919114354,0.0373936792447711
58655,"Flexible",58,3,"Not UCR","positive",5.75,1.263,4.667,5.053,5.053,"Respectful",2,30,23,316.180242884757,0.444586573662182,0.004,0.647126436781609,0.232946298984035,0.00897713547596173,43,0.293693994198078,0.266752638363101,0.0269413558349776
58655,"Romantic",59,6,"Not UCR","positive",5.562,1.873,5.444,4.947,4.316,"Respectful",2,11,16,80.9656198566839,0.300490823316398,0.00367647058823529,0.5,0.259259259259259,0.00664492973237414,111,0.201497235269097,0.204742364000104,-0.0032451287310071
58655,"Accurate",60,5,"Not UCR","positive",5.75,1.829,3.778,4.737,4.053,"Knowledgeable",1,32,16,100.635186475914,0.330264664095946,0.00392156862745098,0.692204301075269,0.270390070921986,0.00482055687520874,1,0.267905292055553,0.328359782038479,-0.060454489982926
58655,"Persevering",61,6,"Not UCR","positive",5.812,1.724,3.556,4.737,4.895,"Knowledgeable",1,32,14,132.459646922014,0.223930975297283,0.00390625,0.651545698924731,0.232850241545894,0.00438246483171956,91,0.270457288350325,0.259148180228251,0.0113091081220746
58655,"Positive",62,5,"Not UCR","positive",6.188,1.372,5.222,5.105,5.053,"Respectful",2,36,17,213.799647226702,0.319254658466646,0.00403225806451613,0.656481481481481,0.246008708272859,0.00477881203041284,95,0.293105217963246,0.294817978487654,-0.00171276052440783
58655,"Delicate",63,NA,"Not UCR","positive",5.062,1.562,4.278,4.947,4,"Level-headed",2,9,8,35.7515999446244,0.140218717013895,0.0033112582781457,0.560185185185185,0.220588235294118,0.00497447807143795,28,0.0893439667697451,0.143468703291573,-0.054124736521828
58655,"Sentimental",64,7,"Not UCR","positive",5.5,1.886,4.333,4.789,4.947,"Respectful",2,7,16,22.8177861780768,0.286397479610955,0.00350877192982456,0.928571428571429,0.268774703557312,0.00591624442302349,117,0.179511062776941,0.166586532799672,0.0129245299772683
58655,"Concise",65,5,"Not UCR","positive",5.375,1.724,4.167,4.368,4.105,"Knowledgeable",1,14,10,24.5038805121093,0.189339627858646,0.00355871886120996,0.756410256410256,0.438405797101449,0.00339097480256303,16,0.196507668344293,0.250918369373239,-0.0544107010289464
58655,"Mathematical",66,4,"Not UCR","positive",4.75,1.749,2.056,4.158,3.684,"Knowledgeable",1,11,40,75.8165344398818,0.658936656074996,0.00396825396825397,0.863636363636364,0.313725490196078,0.0101378487750132,74,0.283206397518942,0.318647652332027,-0.0354412548130847
58655,"Sensitive",67,7,"Not UCR","positive",4.938,1.536,4.833,4.789,4.579,"Respectful",2,20,23,127.790003746276,0.46327043804662,0.00374531835205993,0.752631578947368,0.252491694352159,0.00853938025079496,116,0.245981005213423,0.256628733587456,-0.0106477283740328
58655,"Optimistic",68,5,"Not UCR","positive",5.938,1.833,5,5.263,5,"Thoughtful",3,13,17,160.553074676941,0.259925085186785,0.00371747211895911,0.636752136752137,0.222988505747126,0.00414103453916049,83,0.231731359958541,0.222303868080169,0.00942749187837108
58655,"Compassionate",69,6,"Not UCR","positive",6.25,1.49,5.5,5.158,5.167,"Respectful",2,19,30,106.033488361386,0.570965120636685,0.00390625,0.752436647173489,0.273809523809524,0.00892628958246295,14,0.292992621621074,0.254495552233547,0.0384970693875271
58655,"Lively",70,5,"Not UCR","positive",5.688,1.435,4.833,5.316,5.421,"Outgoing",4,27,5,34.8290983115464,0.0509395036967075,0.00371747211895911,0.62630579297246,0.272177419354839,0.00222768401984187,71,0.211455973786855,0.177991521688949,0.0334644520979063
58655,"Modern",71,7,"Not UCR","positive",5.188,1.345,3.278,4.789,5.526,"Knowledgeable",1,10,13,44.3812995008403,0.227696561702105,0.003584229390681,0.548148148148148,0.245059288537549,0.00462919095407435,76,0.194954689702495,0.169567079123531,0.0253876105789643
58655,"Thoughtful",72,7,"Not UCR","positive",6.312,1.323,5,4.368,4.895,"Thoughtful",3,69,27,518.799930247123,0.574395721853067,0.00454545454545455,0.663540778630293,0.197149122807018,0.00690525008818195,129,0.346859505022565,0.36547051815865,-0.0186110131360855
58655,"Practical",73,7,"Not UCR","positive",5.562,1.359,4.056,4.789,4.632,"Knowledgeable",1,36,23,266.124917177491,0.409671401284425,0.00404858299595142,0.683597883597884,0.249561659848042,0.00733530170457172,96,0.299815951378027,0.310480713665589,-0.0106647622875625
58655,"Dignified",74,7,"Not UCR","positive",6.062,1.698,4.444,5,3.579,"Level-headed",1,10,51,199.920747050272,0.944180743723627,0.00416666666666667,0.692592592592593,0.286885245901639,0.0169972009984526,31,0.292992241655508,0.367590408040828,-0.0745981663853199
58655,"Generous",75,4,"Not UCR","positive",6.312,1.32,5.389,4.947,4.632,"Respectful",2,18,36,153.19614652761,0.721274766209497,0.00398406374501992,0.71078431372549,0.283717679944095,0.0107343334547056,49,0.306996649419894,0.29640901209772,0.0105876373221738
58655,"Economical",76,4,"Not UCR","positive",5.312,1.801,3.444,4.737,4.737,"Knowledgeable",1,6,10,10.5364730460196,0.162591364320794,0.00338983050847458,0.8,0.458333333333333,0.00350350695032403,34,0.160270583447965,0.183801373883373,-0.023530790435408
58655,"Level-headed",77,7,"Not UCR","positive",6,1.73,3.944,4.737,4.368,"Level-headed",1,56,17,266.185216711998,0.368734471964289,0.00427350427350427,0.661904761904762,0.222602739726027,0.00549205199161717,70,0.303093522900372,0.35477377043107,-0.0516802475306984
58655,"Neat",78,7,"Not UCR","positive",5.75,1.873,3.5,5.158,4.474,"Level-headed",1,13,9,32.0784928266783,0.160431961032845,0.00354609929078014,0.641025641025641,0.311688311688312,0.00319177433058689,79,0.151548302445315,0.210524599522353,-0.0589762970770379
58655,"Well-mannered",79,4,"Not UCR","positive",6.188,1.724,5.556,5.632,5,"Respectful",2,29,13,46.4892686935546,0.322779742666697,0.00384615384615385,0.740147783251232,0.349593495934959,0.00413324263267652,143,0.274714202346949,0.322600971629825,-0.0478867692828753
58655,"Original",80,7,"Not UCR","positive",5.938,1.228,4.111,4.316,4.316,"Thoughtful",3,19,15,106.408264081768,0.232496612200901,0.00378787878787879,0.583820662768031,0.244206773618538,0.00404935409793512,85,0.228361075043186,0.20756711143524,0.0207939636079463
58655,"Moral",81,6,"Not UCR","positive",6.438,1.586,4.333,4.421,4.526,"Respectful",2,27,41,342.912302645313,0.748606848138984,0.00425531914893617,0.729819563152896,0.257243195785777,0.0120572462315559,77,0.326145315863052,0.341288334817442,-0.0151430189543899
58655,"Funny",82,7,"Not UCR","positive",5.812,1.228,5.5,5.632,4.842,"Outgoing",4,18,27,155.450878538361,0.44286306465654,0.00381679389312977,0.730936819172113,0.247474747474747,0.0105079537052584,48,0.260174200399496,0.214967452856286,0.0452067475432099
58655,"Disciplined",83,5,"Not UCR","positive",5.625,1.6,4.222,5.211,4.842,"Knowledgeable",1,39,19,181.411526482042,0.289616226145735,0.00401606425702811,0.728520017993702,0.252873563218391,0.00557105775477655,32,0.275176783702166,0.342721543560844,-0.067544759858677
58655,"Respectful",84,5,"Not UCR","positive",6.375,1.551,5.667,5.316,5.158,"Respectful",2,54,33,451.568615859838,0.686888443405123,0.00427350427350427,0.702422548334498,0.18925421010425,0.00976466561258051,110,0.336626222800643,0.371111704015073,-0.0344854812144295
58655,"Steady",85,7,"Not UCR","positive",5.75,1.532,3.833,4.684,4.632,"Knowledgeable",1,28,20,112.609736327596,0.370301477613103,0.00383141762452107,0.680776014109347,0.229609929078014,0.00506224446602671,124,0.256993574083003,0.294892461548047,-0.0378988874650438
58655,"Deliberate",86,7,"Not UCR","positive",5.25,1.704,3.889,4.684,4.895,"Knowledgeable",1,21,19,67.3054669534638,0.358538867542965,0.00377358490566038,0.768253968253968,0.303846153846154,0.00520309757968343,27,0.258243565559727,0.294966138669586,-0.0367225731098587
58655,"Untiring",87,4,"Not UCR","positive",5.625,1.741,3.333,3.842,3.368,"Knowledgeable",1,7,15,27.5202583730259,0.213621590259495,0.00359712230215827,0.880952380952381,0.298701298701299,0.00445391459815235,139,0.190143289585974,0.187092600053933,0.00305068953204127
58655,"Prompt",88,4,"Not UCR","positive",5.688,1.691,4,5.056,4.722,"Knowledgeable",1,10,14,22.8071607060365,0.222958244774219,0.00359712230215827,0.711111111111111,0.344202898550725,0.00355918372820016,99,0.185251078168348,0.239296818103694,-0.0540457399353459
58655,"Unselfish",89,4,"Not UCR","positive",5.5,2.015,4.889,4.895,3.737,"Respectful",2,25,33,128.261427598231,0.657596259946352,0.00401606425702811,0.765555555555556,0.302480338777979,0.00856227784363616,138,0.336591494462295,0.328949025255761,0.0076424692065345
58655,"Casual",90,6,"Not UCR","positive",5.75,1.348,4.722,4.842,5.211,"Respectful",2,8,24,75.932024546072,0.402327439291237,0.00371747211895911,0.663690476190476,0.256048387096774,0.0102952793129753,5,0.231407385725617,0.206090889553025,0.0253164961725923
58666,"Charitable",1,6,"CSU LA","positive",6,1.269,5.111,4.842,4.105,"Respectful",2,17,19,46.6963876189834,0.409219029291771,0.00373134328358209,0.785539215686274,0.404761904761905,0.00597085368126435,6,0.260323321052254,0.245548692857316,0.0147746281949385
58666,"Witty",2,4,"CSU LA","positive",5.938,1.9,5.222,5.211,3.684,"Outgoing",4,13,20,66.4219592992291,0.313465938347183,0.0037037037037037,0.777777777777778,0.25,0.00710876507397689,148,0.237386585360872,0.17277407774149,0.0646125076193815
58666,"Hospitable",3,7,"CSU LA","positive",6,1.766,5.444,5.263,5.158,"Respectful",2,12,35,89.4934410710167,0.698002012053014,0.00395256916996047,0.707070707070707,0.324699352451434,0.0119851319651691,61,0.315661685989542,0.267545801670028,0.048115884319514
58666,"Sociable",4,6,"CSU LA","positive",6.125,1.409,6,5.474,5.579,"Outgoing",4,23,25,262.580215450082,0.390649155721686,0.00386100386100386,0.704545454545454,0.237588652482269,0.00988090268504445,121,0.277602530152291,0.209906979515902,0.0676955506363888
58666,"Honest",5,6,"CSU LA","positive",5.938,2.32,5.833,5,4.947,"Respectful",2,23,13,52.6596905077157,0.235155969499749,0.00374531835205993,0.760210803689065,0.284126984126984,0.00365832318464712,60,0.264351336949087,0.234471524371731,0.0298798125773559
58666,"Unenvious",6,7,"CSU LA","positive",5.625,1.759,4.778,3.684,3.316,"Respectful",2,0,12,0,0.31133559105958,0.00341296928327645,0,0.757575757575758,0.00484889082170123,135,0.161787409593264,0.175258353039489,-0.0134709434462255
58666,"Talkative",7,4,"CSU LA","positive",5.375,1.921,5.667,5.684,5.632,"Outgoing",4,18,10,55.8282168384638,0.120154213224042,0.0036101083032491,0.80718954248366,0.346560846560847,0.00343443605556916,128,0.224705112665754,0.139780610237791,0.0849245024279629
58666,"Persevering",8,7,"CSU LA","positive",5.812,1.724,3.556,4.737,4.895,"Knowledgeable",1,32,14,132.459646922014,0.223930975297283,0.00390625,0.651545698924731,0.232850241545894,0.00438246483171956,91,0.254163110027388,0.285452652157744,-0.0312895421303566
58666,"Orderly",9,4,"CSU LA","positive",5.438,1.611,3.944,5.053,4.778,"Knowledgeable",1,21,23,120.203004600514,0.443977658919966,0.00392156862745098,0.629761904761905,0.305496828752643,0.00627675724165693,84,0.281539095644874,0.295594097589724,-0.01405500194485
58666,"Clear-headed",10,4,"CSU LA","positive",6.562,1.649,4.222,5.211,4.737,"Knowledgeable",1,29,54,534.857897220578,0.830608365580598,0.0043859649122807,0.694991789819376,0.194828092859242,0.0124472543722336,10,0.326531362264953,0.337419885029301,-0.0108885227643477
58666,"Dedicated",11,7,"CSU LA","positive",5.5,1.993,4.389,4.842,5.105,"Knowledgeable",1,26,32,253.642169221263,0.485717531431399,0.00401606425702811,0.667948717948718,0.216575922565033,0.0079051325081035,25,0.294801398760985,0.291146549820586,0.00365484894039958
58666,"Communicative",12,5,"CSU LA","positive",5.6,1.801,6.056,5.684,5.158,"Outgoing",4,20,13,132.852761457504,0.20883634924032,0.003690036900369,0.664035087719298,0.234848484848485,0.00495894733635368,13,0.238365019052585,0.172539422938368,0.0658255961142173
58666,"Knowledgeable",13,4,"CSU LA","positive",6.25,1.576,3.778,4.789,4.611,"Knowledgeable",1,56,27,569.864232677544,0.503065069335786,0.00431034482758621,0.657034632034632,0.178372024684102,0.0096179971567981,68,0.329179530263162,0.321031488930804,0.00814804133235769
58666,"Good",14,5,"CSU LA","positive",6.188,1.219,4.5,4.632,5.632,"Respectful",2,40,13,179.441382656285,0.300350367893569,0.00401606425702811,0.670940170940171,0.283018867924528,0.00437487845454363,53,0.31640940580525,0.256532967791703,0.0598764380135469
58666,"Inventive",15,3,"CSU LA","positive",5.688,1.839,3.444,4.211,3.895,"Knowledgeable",1,19,30,245.413662340514,0.496791705408532,0.00395256916996047,0.532456140350877,0.237244897959184,0.00890502962135988,67,0.268461550853715,0.255061147315213,0.013400403538502
58666,"Helpful",16,7,"CSU LA","positive",6.562,1.091,5.667,5.632,5.053,"Respectful",2,30,18,113.56123205138,0.359138201649697,0.00389105058365759,0.73639846743295,0.289007092198582,0.005042467415703,59,0.29275297734114,0.253884668224144,0.0388683091169963
58666,"Dignified",17,4,"CSU LA","positive",6.062,1.698,4.444,5,3.579,"Level-headed",1,10,51,199.920747050272,0.944180743723627,0.00416666666666667,0.692592592592593,0.286885245901639,0.0169972009984526,31,0.312699373615503,0.326483319194939,-0.0137839455794351
58666,"Unselfish",18,4,"CSU LA","positive",5.5,2.015,4.889,4.895,3.737,"Respectful",2,25,33,128.261427598231,0.657596259946352,0.00401606425702811,0.765555555555556,0.302480338777979,0.00856227784363616,138,0.336313166891208,0.330534675708059,0.00577849118314916
58666,"Verbal",19,3,"CSU LA","positive",5.562,1.888,5.389,5.947,5.421,"Outgoing",4,9,13,36.876096075773,0.155994056215584,0.00347222222222222,0.75,0.298701298701299,0.0039575143803844,140,0.176287763601185,0.111764366684857,0.0645233969163279
58666,"Modern",20,2,"CSU LA","positive",5.188,1.345,3.278,4.789,5.526,"Knowledgeable",1,10,13,44.3812995008403,0.227696561702105,0.003584229390681,0.548148148148148,0.245059288537549,0.00462919095407435,76,0.194960548897862,0.173430927035785,0.0215296218620771
58666,"Well-spoken",21,5,"CSU LA","positive",5.75,2.304,5.611,5.947,4.579,"Thoughtful",3,18,19,161.246590619284,0.299631450616996,0.00381679389312977,0.696078431372549,0.258258258258258,0.00591019776448332,146,0.267085356043177,0.230091315716032,0.0369940403271449
58666,"Outspoken",22,3,"CSU LA","positive",5.438,1.539,5.556,5.263,5.316,"Outgoing",4,23,6,59.2344362173084,0.0703570858371651,0.0036231884057971,0.682806324110672,0.253694581280788,0.0026771078680561,87,0.204540986254343,0.127524037628755,0.0770169486255873
58666,"Neat",23,3,"CSU LA","positive",5.75,1.873,3.5,5.158,4.474,"Level-headed",1,13,9,32.0784928266783,0.160431961032845,0.00354609929078014,0.641025641025641,0.311688311688312,0.00319177433058689,79,0.177054254167701,0.163053135505645,0.0140011186620564
58666,"Eager",24,5,"CSU LA","positive",5.375,1.622,4.111,5.211,4.895,"Knowledgeable",1,3,5,4.67165392639932,0.0730338101696369,0.00316455696202532,0.833333333333333,0.214285714285714,0.0023550815481882,33,0.0815614319315818,0.0766330925748144,0.00492833935676745
58666,"Normal",25,5,"CSU LA","positive",5.5,1.249,4.222,4.842,5.211,"Thoughtful",3,13,15,57.1555845541301,0.254210304869962,0.00371747211895911,0.361111111111111,0.28042328042328,0.00460976923684373,81,0.226326388811477,0.229793945379566,-0.00346755656808873
58666,"Untiring",26,6,"CSU LA","positive",5.625,1.741,3.333,3.842,3.368,"Knowledgeable",1,7,15,27.5202583730259,0.213621590259495,0.00359712230215827,0.880952380952381,0.298701298701299,0.00445391459815235,139,0.171874691474051,0.215115675270027,-0.0432409837959754
58666,"Sincere",27,7,"CSU LA","positive",6.25,1.74,5.333,4.526,5,"Respectful",2,30,36,375.115212598746,0.724167507655276,0.0040983606557377,0.742145593869732,0.236363636363636,0.0138986820669885,118,0.328130733685352,0.307344230541747,0.0207865031436054
58666,"Warm",28,7,"CSU LA","positive",6.25,1.176,5.444,5.368,5.105,"Respectful",2,13,48,185.791268833713,1,0.00413223140495868,0.769230769230769,0.33551912568306,0.0175326553413927,142,0.340599483291952,0.2859085338899,0.0546909494020523
58666,"Benevolent",29,4,"CSU LA","positive",5.938,1.906,4.833,4.316,4.368,"Respectful",2,12,16,53.756371241599,0.376244425504286,0.00363636363636364,0.810606060606061,0.349206349206349,0.0054464204348356,2,0.240237607121099,0.213000995334922,0.027236611786177
58666,"Capable",30,7,"CSU LA","positive",6.25,1.197,4.167,5.105,5.105,"Knowledgeable",1,31,20,171.842091467649,0.361612805722546,0.00396825396825397,0.701433691756272,0.276862745098039,0.00566869409862273,4,0.300793631083257,0.315608435100484,-0.0148148040172265
58666,"Glad",31,7,"CSU LA","positive",6.062,1.51,3.611,4.684,5.158,"Respectful",4,8,10,16.0522653816854,0.196436842804865,0.00338983050847458,0.68452380952381,0.437908496732026,0.0036977180149033,52,0.182721150945883,0.148609562409004,0.0341115885368792
58666,"Good-natured",32,7,"CSU LA","positive",6.375,1.298,5.444,5.105,5.105,"Respectful",2,53,49,931.847591485618,0.964746287584322,0.00440528634361234,0.699806482825351,0.162298582799456,0.0158459126348983,55,0.365395647686503,0.322456409363782,0.0429392383227211
58666,"Steady",33,6,"CSU LA","positive",5.75,1.532,3.833,4.684,4.632,"Knowledgeable",1,28,20,112.609736327596,0.370301477613103,0.00383141762452107,0.680776014109347,0.229609929078014,0.00506224446602671,124,0.246907059979926,0.304326525412259,-0.0574194654323323
58666,"Calm",34,6,"CSU LA","positive",6.25,1.453,4.389,5.526,4.947,"Thoughtful",3,35,28,405.691045694558,0.46867151023706,0.00403225806451613,0.700840336134454,0.18484383000512,0.010118780136895,3,0.291736336787058,0.295074902091636,-0.0033385653045776
58666,"Punctual",35,3,"CSU LA","positive",5.875,1.944,4.5,5.053,4.474,"Knowledgeable",1,20,15,61.5069516247955,0.261067597053955,0.0037593984962406,0.728947368421053,0.327731092436975,0.00412122368344309,101,0.248537548680761,0.282487792247006,-0.033950243566245
58666,"Sophisticated",36,7,"CSU LA","positive",5.5,1.536,4.167,5.368,4.053,"Level-headed",1,11,33,134.41247452084,0.569592200496545,0.00395256916996047,0.739393939393939,0.274841437632135,0.010989201583935,122,0.276970970368471,0.272882911068386,0.00408805930008549
58666,"Skillful",37,6,"CSU LA","positive",6.125,1.237,3.444,4.632,4.842,"Knowledgeable",1,27,18,107.130483396343,0.296317455919381,0.00390625,0.704178537511871,0.268686868686869,0.00443144846127314,119,0.300217521898691,0.267227188306954,0.0329903335917367
58666,"Fun",38,4,"CSU LA","positive",6.25,1.251,4.389,5,5.158,"Outgoing",4,23,17,195.078310557685,0.273068608171313,0.00371747211895911,0.664361001317523,0.206410256410256,0.00778522306470436,47,0.249300952632815,0.181602450471066,0.0676985021617485
58666,"Sensitive",39,5,"CSU LA","positive",4.938,1.536,4.833,4.789,4.579,"Respectful",2,20,23,127.790003746276,0.46327043804662,0.00374531835205993,0.752631578947368,0.252491694352159,0.00853938025079496,116,0.255289879440668,0.240962303729979,0.0143275757106893
58666,"Conscientious",40,7,"CSU LA","positive",5.938,1.704,4.889,4.684,4.105,"Level-headed",1,17,19,68.3888903375529,0.411361150283678,0.00383141762452107,0.686274509803922,0.403174603174603,0.00532229089254728,18,0.28028927998443,0.31790965650677,-0.0376203765223397
58666,"Open-minded",41,5,"CSU LA","positive",5.75,1.786,5,4.737,4.947,"Thoughtful",3,36,20,293.97514162599,0.384967910049679,0.00401606425702811,0.612566137566138,0.196103896103896,0.0068964810996592,82,0.283964749744694,0.283729823005641,0.000234926739052566
58666,"Fearless",42,6,"CSU LA","positive",5.625,1.618,3.889,4.684,3.684,"Thoughtful",3,4,15,30.6414206909766,0.254102813875469,0.003584229390681,0.833333333333333,0.315789473684211,0.00556336092334329,42,0.174553287716061,0.181725584509562,-0.00717229679350112
58666,"Respectable",43,7,"CSU LA","positive",6.188,1.131,5.333,5.316,4.842,"Thoughtful",3,46,26,351.264244315982,0.521046148294945,0.00427350427350427,0.679549114331723,0.238262910798122,0.00686955385707386,109,0.344327490472605,0.331226182542599,0.0131013079300053
58666,"Composed",44,7,"CSU LA","positive",5.812,1.704,4.611,5.368,5.053,"Level-headed",1,25,14,78.4147241535696,0.250439887182731,0.00378787878787879,0.745,0.311740890688259,0.00404913050753292,15,0.256963356757515,0.286749710212787,-0.0297863534552718
58666,"Peaceful",45,7,"CSU LA","positive",6.438,1.057,4.389,5.421,4.895,"Respectful",2,44,25,315.61754184418,0.539824365931929,0.004149377593361,0.680761099365751,0.225063938618926,0.00766040655559382,89,0.336629564710115,0.300900834056994,0.0357287306531212
58666,"Funny",46,5,"CSU LA","positive",5.812,1.228,5.5,5.632,4.842,"Outgoing",4,18,27,155.450878538361,0.44286306465654,0.00381679389312977,0.730936819172113,0.247474747474747,0.0105079537052584,48,0.277925711016104,0.195085694941215,0.0828400160748884
58666,"Disciplined",47,4,"CSU LA","positive",5.625,1.6,4.222,5.211,4.842,"Knowledgeable",1,39,19,181.411526482042,0.289616226145735,0.00401606425702811,0.728520017993702,0.252873563218391,0.00557105775477655,32,0.283106394964295,0.320456488627665,-0.0373500936633705
58666,"Reserved",48,6,"CSU LA","positive",4.625,1.59,3.833,5.316,4.368,"Level-headed",1,20,9,70.7284377153017,0.1760860248086,0.0036231884057971,0.710526315789474,0.278325123152709,0.00420768498247037,108,0.196431638179481,0.251053992841737,-0.054622354662256
58666,"Unprejudiced",49,3,"CSU LA","positive",5.5,2.251,4.889,4.316,3.684,"Thoughtful",3,14,15,69.2948762209323,0.259549052384621,0.00367647058823529,0.813186813186813,0.248768472906404,0.00495383476804661,136,0.230191446274331,0.235881524413338,-0.00569007813900693
58666,"Cordial",50,6,"CSU LA","positive",5.938,1.853,5.778,5.211,4.684,"Respectful",2,17,26,123.441046102342,0.496646332568112,0.00387596899224806,0.751225490196078,0.292358803986711,0.00773738318444951,23,0.29367591485917,0.27551262362711,0.01816329123206
58666,"Practical",51,6,"CSU LA","positive",5.562,1.359,4.056,4.789,4.632,"Knowledgeable",1,36,23,266.124917177491,0.409671401284425,0.00404858299595142,0.683597883597884,0.249561659848042,0.00733530170457172,96,0.294710793904356,0.316554885776922,-0.0218440918725656
58666,"Romantic",52,7,"CSU LA","positive",5.562,1.873,5.444,4.947,4.316,"Respectful",2,11,16,80.9656198566839,0.300490823316398,0.00367647058823529,0.5,0.259259259259259,0.00664492973237414,111,0.21714836984768,0.18063800576158,0.0365103640860999
58666,"Quick-witted",53,3,"CSU LA","positive",5.75,1.736,5.333,5.474,4.389,"Outgoing",4,13,27,116.264877909061,0.425183804462489,0.00378787878787879,0.637179487179487,0.25,0.0093857628428914,103,0.267371799187875,0.204362343917415,0.0630094552704604
58666,"Graceful",54,7,"CSU LA","positive",5.938,2.118,4.389,5.158,4.211,"Level-headed",1,13,22,102.966819550549,0.447291721145501,0.00367647058823529,0.741452991452991,0.218487394957983,0.0106499746074156,57,0.216747536071032,0.22778988063355,-0.0110423445625186
58666,"Prideful",55,5,"CSU LA","positive",4.312,1.853,3.833,4.737,5.263,"Thoughtful",3,7,11,34.9814731207201,0.139809296496503,0.00359712230215827,0.73015873015873,0.287581699346405,0.00430504419151024,98,0.171376841820207,0.193877574329137,-0.0225007325089299
58666,"Frank",56,7,"CSU LA","positive",5.125,1.741,5.167,5.105,4.421,"Thoughtful",3,20,11,112.946796588681,0.154999071244628,0.00374531835205993,0.67280701754386,0.243010752688172,0.00422416809416604,45,0.238968142063518,0.231818729907612,0.00714941215590553
58666,"Unassuming",57,3,"CSU LA","positive",5.125,1.741,4.167,4.263,4.368,"Thoughtful",3,10,61,258.75856421638,0.98319296871146,0.00436681222707424,0.744444444444444,0.222132796780684,0.01790429839578,133,0.315187683527806,0.306829635533484,0.00835804799432194
58666,"Subtle",58,5,"CSU LA","positive",5.312,1.505,4.333,4.105,3.789,"Level-headed",1,6,18,32.523813696996,0.303454661956391,0.00366300366300366,0.755555555555556,0.394927536231884,0.00599447914366832,127,0.213037451701299,0.256296712691063,-0.0432592609897637
58666,"Lenient",59,6,"CSU LA","positive",5.375,1.326,4.722,5,4.316,"Respectful",2,10,17,27.4326067314081,0.31505850161319,0.00363636363636364,0.737037037037037,0.401709401709402,0.00505426259407404,69,0.241755820167103,0.20038115741342,0.0413746627536834
58666,"Ethical",60,7,"CSU LA","positive",5.875,1.693,4.889,4.684,5.158,"Respectful",2,25,38,279.109641266398,0.689805185224691,0.00411522633744856,0.680833333333333,0.248847926267281,0.0113338164982616,37,0.32141143563951,0.288932157253031,0.0324792783864789
58666,"Compassionate",61,7,"CSU LA","positive",6.25,1.49,5.5,5.158,5.167,"Respectful",2,19,30,106.033488361386,0.570965120636685,0.00390625,0.752436647173489,0.273809523809524,0.00892628958246295,14,0.303011407028216,0.245254903475107,0.0577565035531085
58666,"Dependable",62,7,"CSU LA","positive",6.125,1.616,5.167,5.263,4.842,"Level-headed",1,30,15,121.23074415365,0.255005314805772,0.00389105058365759,0.697318007662835,0.27979797979798,0.00396175564882987,30,0.285518466058695,0.302513803520474,-0.0169953374617784
58666,"Delicate",63,2,"CSU LA","positive",5.062,1.562,4.278,4.947,4,"Level-headed",2,9,8,35.7515999446244,0.140218717013895,0.0033112582781457,0.560185185185185,0.220588235294118,0.00497447807143795,28,0.102908358144167,0.114750848020048,-0.0118424898758808
58666,"Unpretentious",64,6,"CSU LA","positive",5.812,1.844,4.444,4.474,4.263,"Thoughtful",3,17,28,124.093685766565,0.500597508607674,0.00393700787401575,0.761029411764706,0.344444444444444,0.0088463860181963,137,0.307005960398122,0.320979479272063,-0.013973518873941
58666,"Comfortable",65,7,"CSU LA","positive",6.188,1.125,4.333,5.158,5.158,"Respectful",2,9,41,177.539229545641,0.751018461348411,0.00403225806451613,0.46712962962963,0.280816326530612,0.014799397180028,12,0.298307283014562,0.264964009629152,0.0333432733854093
58666,"Lively",66,5,"CSU LA","positive",5.688,1.435,4.833,5.316,5.421,"Outgoing",4,27,5,34.8290983115464,0.0509395036967075,0.00371747211895911,0.62630579297246,0.272177419354839,0.00222768401984187,71,0.225049096243491,0.162591388981163,0.0624577072623284
58666,"Outgoing",67,5,"CSU LA","positive",5.75,1.48,5.5,5.526,4.947,"Outgoing",4,27,22,307.740371796618,0.320366225468531,0.00384615384615385,0.702279202279202,0.196428571428571,0.00865033270337884,86,0.26932672485942,0.196850322170263,0.0724764026891568
58666,"Well-mannered",68,6,"CSU LA","positive",6.188,1.724,5.556,5.632,5,"Respectful",2,29,13,46.4892686935546,0.322779742666697,0.00384615384615385,0.740147783251232,0.349593495934959,0.00413324263267652,143,0.294149635351697,0.285978353647309,0.00817128170438808
58666,"Prudent",69,5,"CSU LA","positive",5.75,1.919,4,4.158,3.947,"Knowledgeable",1,12,11,28.4604329206308,0.158395765591052,0.00357142857142857,0.792929292929293,0.379446640316206,0.00286705923734194,100,0.196418236252385,0.240444432472297,-0.0440261962199122
