"outgroup","trait","N","optionChoiceN","sd","se","ci"
"UCLA","Accurate",58,0.327586206896552,0.473432076473999,0.0621646771631722,0.124482618807229
"UCLA","Benevolent",58,0.637931034482759,0.484796063546818,0.063656841768768,0.127470626889511
"UCLA","Calm",59,0.677966101694915,0.471266743637485,0.0613537041356433,0.122812782285391
"UCLA","Capable",58,0.46551724137931,0.503166019875318,0.0660689352060522,0.132300760682255
"UCLA","Casual",58,0.827586206896552,0.381038794105574,0.0500328448351732,0.100189043612501
"UCLA","Charitable",58,0.672413793103448,0.473432076473999,0.0621646771631722,0.124482618807229
"UCLA","Charming",59,0.406779661016949,0.495449780599845,0.064502067381982,0.129114916042027
"UCLA","Clean",59,0.389830508474576,0.491898123477587,0.0640396810090579,0.128189349154915
"UCLA","Clean-cut",58,0.258620689655172,0.441701051064854,0.0579981894057161,0.116139370986364
"UCLA","Clear-headed",58,0.379310344827586,0.48945319317802,0.0642683528480064,0.12869515670366
"UCLA","Clever",59,0.406779661016949,0.495449780599845,0.064502067381982,0.129114916042027
"UCLA","Comfortable",59,0.779661016949153,0.418033021718648,0.0544232638515739,0.108939998795945
"UCLA","Communicative",58,0.5,0.504366895139125,0.0662266178532522,0.132616514736803
"UCLA","Compassionate",59,0.677966101694915,0.471266743637485,0.0613537041356433,0.122812782285391
"UCLA","Composed",58,0.310344827586207,0.466675308882038,0.0612774701130095,0.122706017334039
"UCLA","Concise",58,0.327586206896552,0.473432076473999,0.0621646771631722,0.124482618807229
"UCLA","Confident",59,0.186440677966102,0.392804956039492,0.0511388494546519,0.102365529072448
"UCLA","Conscientious",56,0.392857142857143,0.492805380304581,0.0658538889806635,0.131974142671001
"UCLA","Considerate",59,0.728813559322034,0.44838824289303,0.0583751770388487,0.116850612518737
"UCLA","Constructive",59,0.355932203389831,0.482904711968741,0.0628688385587189,0.125845653350892
"UCLA","Contemplative",57,0.508771929824561,0.504366895139125,0.0668050272444203,0.133826550799764
"UCLA","Cooperative",59,0.779661016949153,0.418033021718648,0.0544232638515739,0.108939998795945
"UCLA","Cordial",56,0.446428571428571,0.501620749793484,0.067031892279424,0.13433491403658
"UCLA","Courageous",59,0.457627118644068,0.502477788093923,0.065417036024001,0.130946424770202
"UCLA","Dedicated",59,0.23728813559322,0.429072096298893,0.055860428949412,0.111816797299891
"UCLA","Deep",57,0.456140350877193,0.502500015586229,0.0665577530069649,0.133331200978572
"UCLA","Deliberate",55,0.327272727272727,0.473542420742244,0.0638524469869863,0.128016448464335
"UCLA","Delicate",59,0.491525423728814,0.504219484089611,0.0656437855289393,0.131400313218758
"UCLA","Democratic",57,0.543859649122807,0.502500015586229,0.0665577530069649,0.133331200978572
"UCLA","Dependable",58,0.586206896551724,0.496813804601715,0.0652348484777184,0.130630530818714
"UCLA","Dignified",57,0.210526315789474,0.411306372830311,0.0544788599480806,0.109134270564406
"UCLA","Disciplined",59,0.271186440677966,0.44838824289303,0.0583751770388487,0.116850612518737
"UCLA","Eager",58,0.310344827586207,0.466675308882038,0.0612774701130095,0.122706017334039
"UCLA","Economical",59,0.474576271186441,0.503639587998848,0.0655682894884008,0.131249191474428
"UCLA","Elegant",59,0.169491525423729,0.378406020441342,0.0492642677098457,0.0986131460184098
"UCLA","Enthusiastic",59,0.457627118644068,0.502477788093923,0.065417036024001,0.130946424770202
"UCLA","Ethical",58,0.637931034482759,0.484796063546818,0.063656841768768,0.127470626889511
"UCLA","Experienced",58,0.206896551724138,0.40861858377397,0.0536542486355517,0.107440779636904
"UCLA","Extraverted",58,0.362068965517241,0.484796063546818,0.063656841768768,0.127470626889511
"UCLA","Fair",58,0.758620689655172,0.431657142518499,0.0566793596025249,0.11349845985879
"UCLA","Faithful",58,0.53448275862069,0.503166019875318,0.0660689352060522,0.132300760682255
"UCLA","Fearless",59,0.440677966101695,0.500730033970332,0.0651894978179885,0.130490957564915
"UCLA","Flexible",59,0.796610169491525,0.40597524202367,0.052853474644238,0.105797724293198
"UCLA","Foresighted",56,0.267857142857143,0.446850450011326,0.0597129031095764,0.119667331971797
"UCLA","Frank",57,0.43859649122807,0.500626174321759,0.0663095566682855,0.13283400396666
"UCLA","Friendly",59,0.813559322033898,0.392804956039492,0.0511388494546519,0.102365529072448
"UCLA","Fun",59,0.610169491525424,0.491898123477587,0.0640396810090579,0.128189349154915
"UCLA","Funny",58,0.844827586206897,0.365231199928332,0.0479572060316654,0.0960326486025122
"UCLA","Generous",58,0.793103448275862,0.40861858377397,0.0536542486355517,0.107440779636904
"UCLA","Gentle",59,0.76271186440678,0.429072096298893,0.055860428949412,0.111816797299891
"UCLA","Giving",58,0.741379310344828,0.441701051064854,0.0579981894057161,0.116139370986364
"UCLA","Glad",59,0.593220338983051,0.495449780599845,0.064502067381982,0.129114916042027
"UCLA","Good",58,0.603448275862069,0.493453820246914,0.064793660917625,0.129747067968558
"UCLA","Good-humored",59,0.661016949152542,0.477427354702386,0.0621557473811592,0.124418246272981
"UCLA","Good-natured",59,0.728813559322034,0.44838824289303,0.0583751770388487,0.116850612518737
"UCLA","Good-tempered",58,0.793103448275862,0.40861858377397,0.0536542486355517,0.107440779636904
"UCLA","Graceful",58,0.379310344827586,0.48945319317802,0.0642683528480064,0.12869515670366
"UCLA","Healthy",59,0.491525423728814,0.504219484089611,0.0656437855289393,0.131400313218758
"UCLA","Helpful",58,0.706896551724138,0.45916096973529,0.0602907890443519,0.120730222574715
"UCLA","Honest",59,0.796610169491525,0.40597524202367,0.052853474644238,0.105797724293198
"UCLA","Hospitable",59,0.677966101694915,0.471266743637485,0.0613537041356433,0.122812782285391
"UCLA","Humble",59,0.830508474576271,0.378406020441342,0.0492642677098457,0.0986131460184098
"UCLA","Humorous",59,0.694915254237288,0.464395687709626,0.060459168847107,0.121022175358143
"UCLA","Industrious",59,0.271186440677966,0.44838824289303,0.0583751770388487,0.116850612518737
"UCLA","Innocent",58,0.706896551724138,0.45916096973529,0.0602907890443519,0.120730222574715
"UCLA","Inquisitive",55,0.327272727272727,0.473542420742244,0.0638524469869863,0.128016448464335
"UCLA","Inventive",58,0.275862068965517,0.450851181276929,0.0591996603640657,0.1185452750808
"UCLA","Knowledgeable",58,0.189655172413793,0.395452064286198,0.0519253999284344,0.103978819816562
"UCLA","Lenient",59,0.796610169491525,0.40597524202367,0.052853474644238,0.105797724293198
"UCLA","Level-headed",59,0.542372881355932,0.502477788093923,0.065417036024001,0.130946424770202
"UCLA","Lively",59,0.406779661016949,0.495449780599845,0.064502067381982,0.129114916042027
"UCLA","Loyal",59,0.694915254237288,0.464395687709626,0.060459168847107,0.121022175358143
"UCLA","Lucky",59,0.288135593220339,0.456782127859628,0.0594679677815484,0.119038070854911
"UCLA","Mathematical",57,0.157894736842105,0.367883603690979,0.0487273736722396,0.097612659062746
"UCLA","Mature",59,0.305084745762712,0.464395687709626,0.060459168847107,0.121022175358143
"UCLA","Modern",58,0.327586206896552,0.473432076473999,0.0621646771631722,0.124482618807229
"UCLA","Moral",59,0.661016949152542,0.477427354702386,0.0621557473811592,0.124418246272981
"UCLA","Natural",58,0.827586206896552,0.381038794105574,0.0500328448351732,0.100189043612501
"UCLA","Neat",59,0.271186440677966,0.44838824289303,0.0583751770388487,0.116850612518737
"UCLA","Nice",59,0.779661016949153,0.418033021718648,0.0544232638515739,0.108939998795945
"UCLA","Normal",57,0.807017543859649,0.398147338629992,0.0527359032894757,0.105642708814701
"UCLA","Open-minded",59,0.661016949152542,0.477427354702386,0.0621557473811592,0.124418246272981
"UCLA","Optimistic",59,0.474576271186441,0.503639587998848,0.0655682894884008,0.131249191474428
"UCLA","Orderly",57,0.228070175438596,0.423317841565258,0.0560698178476118,0.112321342210719
"UCLA","Original",59,0.491525423728814,0.504219484089611,0.0656437855289393,0.131400313218758
"UCLA","Outgoing",59,0.593220338983051,0.495449780599845,0.064502067381982,0.129114916042027
"UCLA","Outspoken",59,0.322033898305085,0.471266743637485,0.0613537041356433,0.122812782285391
"UCLA","Passionate",58,0.396551724137931,0.493453820246914,0.064793660917625,0.129747067968558
"UCLA","Peaceful",59,0.694915254237288,0.464395687709626,0.060459168847107,0.121022175358143
"UCLA","Perfectionistic",58,0.137931034482759,0.347839238026982,0.045673529553967,0.091459665335726
"UCLA","Persevering",59,0.508474576271186,0.504219484089611,0.0656437855289393,0.131400313218758
"UCLA","Persistent",59,0.322033898305085,0.471266743637485,0.0613537041356433,0.122812782285391
"UCLA","Philosophical",59,0.254237288135593,0.439169291801561,0.0571749718358649,0.114448140779362
"UCLA","Polished",58,0.120689655172414,0.328611443719994,0.0431487964717559,0.0864039745446688
"UCLA","Positive",59,0.593220338983051,0.495449780599845,0.064502067381982,0.129114916042027
"UCLA","Practical",59,0.457627118644068,0.502477788093923,0.065417036024001,0.130946424770202
"UCLA","Precise",59,0.220338983050847,0.418033021718648,0.0544232638515739,0.108939998795945
"UCLA","Prideful",59,0.135593220338983,0.345294832472996,0.0449535582069653,0.089984323437423
"UCLA","Prompt",56,0.214285714285714,0.414039335605413,0.0553283335172488,0.110880458153324
"UCLA","Prudent",54,0.296296296296296,0.46091089588801,0.0627220284341492,0.125804457350008
"UCLA","Punctual",59,0.355932203389831,0.482904711968741,0.0628688385587189,0.125845653350892
"UCLA","Purposeful",59,0.322033898305085,0.471266743637485,0.0613537041356433,0.122812782285391
"UCLA","Quick-witted",59,0.491525423728814,0.504219484089611,0.0656437855289393,0.131400313218758
"UCLA","Quiet",58,0.620689655172414,0.48945319317802,0.0642683528480064,0.12869515670366
"UCLA","Rational",59,0.372881355932203,0.48772183581337,0.0634959746661109,0.127101002661997
"UCLA","Realistic",58,0.620689655172414,0.48945319317802,0.0642683528480064,0.12869515670366
"UCLA","Refined",58,0.155172413793103,0.365231199928332,0.0479572060316654,0.0960326486025122
"UCLA","Reserved",57,0.473684210526316,0.503745370694601,0.0667227043206724,0.133661638166818
"UCLA","Respectable",59,0.355932203389831,0.482904711968741,0.0628688385587189,0.125845653350892
"UCLA","Respectful",58,0.586206896551724,0.496813804601715,0.0652348484777184,0.130630530818714
"UCLA","Romantic",58,0.517241379310345,0.504066944535647,0.0661872324094754,0.132537646746041
"UCLA","Scientific",59,0.203389830508475,0.40597524202367,0.052853474644238,0.105797724293198
"UCLA","Self-controlled",59,0.406779661016949,0.495449780599845,0.064502067381982,0.129114916042027
"UCLA","Self-critical",59,0.389830508474576,0.491898123477587,0.0640396810090579,0.128189349154915
"UCLA","Self-sufficient",58,0.431034482758621,0.499546073442513,0.0655936129528174,0.13134894428812
"UCLA","Sensitive",58,0.53448275862069,0.503166019875318,0.0660689352060522,0.132300760682255
"UCLA","Sentimental",59,0.677966101694915,0.471266743637485,0.0613537041356433,0.122812782285391
"UCLA","Sincere",58,0.775862068965517,0.420655438791795,0.055234765130792,0.110605709326462
"UCLA","Skillful",59,0.355932203389831,0.482904711968741,0.0628688385587189,0.125845653350892
"UCLA","Smart",58,0.172413793103448,0.381038794105574,0.0500328448351732,0.100189043612501
"UCLA","Sociable",59,0.457627118644068,0.502477788093923,0.065417036024001,0.130946424770202
"UCLA","Sophisticated",59,0.186440677966102,0.392804956039492,0.0511388494546519,0.102365529072448
"UCLA","Stable",57,0.385964912280702,0.491149743128752,0.0650543726938216,0.130319568319369
"UCLA","Steady",55,0.418181818181818,0.497806636970067,0.0671242332357016,0.134575984949763
"UCLA","Straightforward",59,0.423728813559322,0.498390161195177,0.0648848723295573,0.129881183398606
"UCLA","Studious",59,0.220338983050847,0.418033021718648,0.0544232638515739,0.108939998795945
"UCLA","Subtle",58,0.655172413793103,0.479463301485384,0.0629566158051915,0.12606844858375
"UCLA","Talkative",58,0.517241379310345,0.504066944535647,0.0661872324094754,0.132537646746041
"UCLA","Thoughtful",58,0.672413793103448,0.473432076473999,0.0621646771631722,0.124482618807229
"UCLA","Thrifty",57,0.824561403508772,0.38372269644813,0.0508253127585796,0.101815336066165
"UCLA","Tough",59,0.355932203389831,0.482904711968741,0.0628688385587189,0.125845653350892
"UCLA","Unafraid",59,0.457627118644068,0.502477788093923,0.065417036024001,0.130946424770202
"UCLA","Unassuming",57,0.789473684210526,0.411306372830311,0.0544788599480806,0.109134270564406
"UCLA","Understanding",58,0.827586206896552,0.381038794105574,0.0500328448351732,0.100189043612501
"UCLA","Unenvious",58,0.517241379310345,0.504066944535647,0.0661872324094754,0.132537646746041
"UCLA","Unprejudiced",59,0.711864406779661,0.456782127859628,0.0594679677815484,0.119038070854911
"UCLA","Unpretentious",58,0.758620689655172,0.431657142518499,0.0566793596025249,0.11349845985879
"UCLA","Unselfish",58,0.862068965517241,0.347839238026982,0.045673529553967,0.091459665335726
"UCLA","Untiring",59,0.491525423728814,0.504219484089611,0.0656437855289393,0.131400313218758
"UCLA","Verbal",59,0.372881355932203,0.48772183581337,0.0634959746661109,0.127101002661997
"UCLA","Versatile",58,0.517241379310345,0.504066944535647,0.0661872324094754,0.132537646746041
"UCLA","Warm",59,0.779661016949153,0.418033021718648,0.0544232638515739,0.108939998795945
"UCLA","Well-mannered",58,0.448275862068966,0.501660883329843,0.0658713010952992,0.131905005201895
"UCLA","Well-organized",59,0.305084745762712,0.464395687709626,0.060459168847107,0.121022175358143
"UCLA","Well-read",58,0.206896551724138,0.40861858377397,0.0536542486355517,0.107440779636904
"UCLA","Well-spoken",59,0.271186440677966,0.44838824289303,0.0583751770388487,0.116850612518737
"UCLA","Wise",59,0.288135593220339,0.456782127859628,0.0594679677815484,0.119038070854911
"UCLA","Witty",58,0.482758620689655,0.504066944535647,0.0661872324094754,0.132537646746041
